# ARK Zero-Parameter Inverse Solver V5.4 (Final)
# alpha = 4pi/3 = 4.188790 (DERIVED)
# Free parameters: 0
# Upsilon_disk = 0.5, Upsilon_bulge = 0.7
# Global r = 0.8922, Global RMS = 34.8 km/s
# chi2/N (composite) = 7.6581
#
# Galaxy                Rad     Vobs     errV  Vbar_meas  Vbar_pred     kappa     Vgas    Vdisk     Vbul
#                       kpc     km/s     km/s       km/s       km/s               km/s     km/s     km/s
  UGC02487           80.380   333.00    15.30    129.068    152.040    1.0000    42.32   147.51    75.48
  UGC02885            1.700   305.00    10.00    231.798    155.246    0.4710     0.00    92.31   265.84
  UGC02885            3.410   257.00    10.00    225.375    141.215    0.5426     0.00   152.76   236.42
  UGC02885            6.820   256.00    10.00    214.361    151.779    0.6327     0.00   220.93   175.44
  UGC02885           13.670   271.00    10.00    201.826    179.025    0.8070     0.00   244.90   123.90
  UGC02885           19.490   282.00    10.00    190.952    201.219    0.9841     0.00   240.52   103.77
  UGC02885           23.360   287.00    10.00    188.790    202.619    1.0000    28.79   238.85    94.78
  UGC02885           27.240   283.00    10.00    184.787    196.077    1.0000    40.20   232.97    87.77
  UGC02885           31.220   280.00    10.00    178.208    190.398    1.0000    45.05   223.71    81.99
  UGC02885           35.100   280.00    10.00    172.544    186.971    1.0000    50.30   214.74    77.32
  UGC02885           38.970   281.00    10.00    169.557    184.212    1.0000    59.70   206.96    73.38
  UGC02885           42.850   282.00    10.00    166.369    181.382    1.0000    67.17   198.69    69.98
  UGC02885           46.730   287.00    10.00    158.901    180.933    1.0000    65.05   189.07    67.02
  UGC02885           50.710   292.00    10.00    157.930    180.044    1.0000    71.21   184.25    64.33
  UGC02885           54.580   298.00    10.00    158.860    179.456    1.0000    79.19   180.41    62.01
  UGC02885           58.460   298.00    10.00    157.289    174.899    1.0000    83.33   174.83    59.92
  UGC02885           62.340   298.00    10.00    153.049    170.137    1.0000    83.33   168.07    58.02
  UGC02885           66.210   298.00    10.00    149.426    165.146    1.0000    82.83   162.78    56.30
  UGC02885           70.190   298.00    10.00    148.235    159.717    1.0000    85.86   158.17    54.68
  UGC02885           74.070   298.00    10.00    145.341    154.085    1.0000    86.26   152.97    53.23
  UGC02916            0.370   183.00    47.60    103.673    103.023    0.5331    -2.62    11.20   123.59
  UGC02916            0.740   196.00    40.70    160.805    116.485    0.5923    -3.79    21.14   191.42
  UGC02916            1.110   205.00    14.10    184.284    126.920    0.6432    -4.87    30.05   218.87
  UGC02916            1.480   211.00     7.89    202.555    135.379    0.6921    -5.72    38.06   240.05
  UGC02916            1.840   214.00     1.48    218.736    141.704    0.7388    -6.31    45.23   258.74
  UGC02916            2.210   214.00     1.50    231.781    145.926    0.7853    -6.65    51.92   273.65
  UGC02916            2.600   213.00     2.64    237.949    149.309    0.8319    -6.69    58.41   280.20
  UGC02916            2.960   211.00     4.50    234.647    151.258    0.8703    -6.41    63.99   275.30
  UGC02916            3.170   210.00     8.68    234.776    152.108    0.8825    -6.08    66.97   274.94
  UGC02916            3.330   209.00     3.00    233.677    152.144    0.8814    -5.72    69.15   273.20
  UGC02916            3.700   207.00     1.60    230.679    152.881    0.9010    -4.34    74.09   268.56
  UGC02916            4.070   206.00     1.73    226.807    152.670    0.9116     0.84    78.64   262.81
  UGC02916            4.440   205.00     3.45    222.079    151.398    0.9119     5.14    83.02   255.92
  UGC02916            4.810   205.00     2.77    216.946    150.528    0.9017     7.67    87.31   248.41
  UGC02916            5.180   206.00     7.48    211.814    150.122    0.8816     9.90    90.63   241.01
  UGC02916            5.550   207.00     5.02    206.378    149.468    0.8523    12.08    91.17   233.88
  UGC02916            5.920   208.00     7.70    201.355    148.584    0.8150    14.21    91.98   227.13
  UGC02916            6.280   210.00     1.95    197.034    148.195    0.7704    16.44    93.75   220.90
  UGC02916            6.340   210.00     4.78    196.393    145.711    0.6973    16.75    94.14   219.93
  UGC02916            6.650   212.00     1.96    193.223    144.468    0.6445    18.67    96.53   214.90
  UGC02916            7.030   214.00     0.76    189.713    142.948    0.5971    20.80    99.17   209.22
  UGC02916            7.390   215.00     2.22    186.660    140.255    0.5511    22.73   101.39   204.19
  UGC02916            7.770   216.00     1.76    183.585    137.233    0.5114    24.56   103.08   199.24
  UGC02916            8.140   217.00     1.53    181.036    133.943    0.4788    26.28   105.18   194.76
  UGC02916            8.510   218.00     7.70    178.523    130.539    0.4560    27.91   106.86   190.42
  UGC02916            8.880   218.00     6.86    176.102    126.657    0.4444    29.33   108.20   186.31
  UGC02916            9.250   218.00     8.37    174.099    123.135    0.4448    30.55   109.65   182.70
  UGC02916            9.520   218.00     3.93    172.555    119.982    0.4544    31.16   110.49   180.08
  UGC02916            9.620   218.00     4.05    171.998    117.043    0.4704    31.36   110.78   179.14
  UGC02916            9.990   217.00    20.20    170.037    115.401    0.5031    32.17   111.77   175.79
  UGC02916           10.400   217.00     4.20    167.952    115.243    0.5436    33.08   112.69   172.23
  UGC02916           10.710   216.00     3.16    166.626    114.874    0.5843    34.00   113.45   169.76
  UGC02916           11.120   215.00     6.72    164.836    115.205    0.6269    35.01   114.16   166.60
  UGC02916           12.670   212.00     1.82    159.281    117.930    0.7059    39.99   115.88   156.10
  UGC02916           12.980   211.00    16.60    158.365    117.759    0.7317    41.00   116.15   154.24
  UGC02916           15.860   209.00     8.38    151.935    123.797    0.8558    52.47   115.82   139.51
  UGC02916           19.050   215.00    13.20    148.572    135.204    1.0000    66.17   112.66   127.33
  UGC02916           22.140   215.00    13.90    146.428    140.042    1.0000    76.32   108.18   118.11
  UGC02916           25.340   210.00    10.60    142.051    134.800    1.0000    79.67   102.95   110.40
  UGC02916           28.530   196.00    12.80    135.968    120.493    1.0000    78.35    97.69   104.04
  UGC02916           31.720   185.00    11.50    129.079    108.893    1.0000    74.49    92.71    98.67
  UGC02916           34.910   182.00    10.80    124.039    102.321    1.0000    72.76    88.30    94.06
  UGC02916           38.000   181.00    10.30    119.566     96.801    1.0000    70.63    85.07    90.15
  UGC02953            0.090   231.00    52.90     67.887     76.859    0.1831    -0.75    12.18    80.49
  UGC02953            0.170   231.00    27.90    130.165     78.504    0.1862    -0.90    23.29   154.33
  UGC02953            0.260   231.00    16.40    172.307     80.113    0.1905    -0.97    35.20   203.79
  UGC02953            0.340   231.00    11.90    190.648     81.770    0.1961    -1.00    45.31   224.63
  UGC02953            0.430   232.00     8.04    201.870     84.110    0.2036    -1.04    56.16   236.57
  UGC02953            0.510   232.00     6.53    208.641     86.322    0.2127    -1.11    65.37   243.18
  UGC02953            0.600   232.00     4.75    214.941     88.891    0.2239    -1.21    75.35   248.89
  UGC02953            0.690   232.00     4.00    219.719     91.760    0.2371    -1.34    84.97   252.61
  UGC02953            0.770   233.00     5.69    223.292     95.283    0.2524    -1.48    93.17   255.01
  UGC02953            0.860   233.00     4.83    226.321     98.734    0.2700    -1.64   102.03   256.40
  UGC02953            0.950   234.00    10.80    228.907    102.871    0.2899    -1.82   110.51   257.17
  UGC02953            1.030   235.00    10.30    231.661    107.213    0.3119    -2.00   117.74   258.40
  UGC02953            1.110   235.00    10.60    233.763    111.291    0.3361    -2.17   124.74   258.76
  UGC02953            1.200   236.00    10.20    236.418    116.045    0.3627    -2.35   132.45   259.47
  UGC02953            1.290   237.00    10.60    238.769    120.931    0.3914    -2.54   139.94   259.74
  UGC02953            1.380   238.00    14.20    240.713    125.907    0.4221    -2.73   147.10   259.48
  UGC02953            1.460   238.00    14.10    241.994    130.332    0.4541    -2.94   153.23   258.65
  UGC02953            1.550   239.00    19.60    243.003    135.350    0.4879    -3.15   159.87   257.13
  UGC02953            1.630   240.00    17.80    243.604    140.290    0.5226    -3.37   165.58   255.36
  UGC02953            1.720   241.00     7.14    243.962    145.239    0.5584    -3.59   171.83   252.89
  UGC02953            1.800   242.00    11.90    244.106    150.052    0.5945    -3.81   177.21   250.43
  UGC02953            1.890   243.00    10.90    244.052    154.830    0.6311    -4.02   183.03   247.35
  UGC02953            1.980   244.00    17.60    243.851    159.496    0.6677    -4.24   188.55   244.09
  UGC02953            2.070   246.00    11.40    243.575    164.704    0.7038    -4.48   193.82   240.73
  UGC02953            2.150   247.00    12.90    243.289    169.052    0.7384    -4.72   198.33   237.68
  UGC02953            2.230   248.00    15.40    242.996    173.245    0.7717    -4.99   202.68   234.62
  UGC02953            2.320   249.00    17.60    242.685    177.342    0.8041    -5.25   207.44   231.17
  UGC02953            2.400   251.00    24.00    242.445    181.921    0.8339    -5.52   211.55   228.14
  UGC02953            2.490   252.00    10.10    242.249    185.681    0.8622    -5.80   216.16   224.74
  UGC02953            2.580   253.00    12.00    242.202    189.255    0.8882    -6.06   220.83   221.41
  UGC02953            2.670   254.00     6.34    242.354    192.642    0.9117    -6.31   225.64   218.17
  UGC02953            2.750   256.00     6.22    242.637    196.540    0.9320    -6.56   230.00   215.36
  UGC02953            2.830   257.00     5.60    243.060    199.507    0.9500    -6.82   234.46   212.60
  UGC02953            2.920   259.00     8.73    243.702    203.178    0.9670    -7.07   239.57   209.57
  UGC02953            3.000   260.00     5.19    244.315    205.853    0.9814    -7.31   243.97   206.96
  UGC02953            3.090   262.00    11.00    245.021    209.267    0.9956    -7.55   248.68   204.14
  UGC02953            3.180   263.00    16.00    245.638    210.757    1.0000    -7.78   252.98   201.42
  UGC02953            3.270   264.00    13.10    246.175    211.856    1.0000    -8.00   256.93   198.78
  UGC02953            3.350   266.00    11.80    246.576    213.674    1.0000    -8.21   260.17   196.48
  UGC02953            3.430   267.00    12.70    246.898    214.603    1.0000    -8.40   263.10   194.27
  UGC02953            4.210   280.00     5.52    247.631    224.381    1.0000    -9.93   282.25   175.61
  UGC02953            4.290   282.00     2.35    247.644    225.932    1.0000   -10.07   283.70   173.97
  UGC02953            4.380   283.00     5.10    247.588    226.654    1.0000   -10.20   285.12   172.20
  UGC02953            4.470   285.00     4.61    247.555    228.161    1.0000   -10.32   286.54   170.45
  UGC02953            4.800   290.00    10.80    247.317    231.696    1.0000   -10.66   290.98   164.51
  UGC02953            5.250   296.00     2.85    247.558    235.824    1.0000   -10.87   296.92   157.31
  UGC02953            5.320   298.00     1.92    247.621    237.274    1.0000   -10.98   297.80   156.27
  UGC02953            5.410   299.00     4.29    247.645    237.912    1.0000   -10.98   298.79   154.97
  UGC02953            5.500   300.00     4.92    247.616    238.556    1.0000   -10.87   299.65   153.70
  UGC02953            5.580   301.00     2.24    247.498    239.192    1.0000   -10.87   300.25   152.59
  UGC02953            5.670   302.00     4.59    247.189    239.838    1.0000   -10.87   300.59   151.39
  UGC02953            5.760   303.00     5.07    247.030    240.499    1.0000   -10.77   301.15   150.21
  UGC02953            6.000   306.00     7.89    246.570    242.459    1.0000   -10.56   302.48   147.17
  UGC02953            6.180   307.00     4.41    246.142    242.957    1.0000   -10.25   303.22   145.01
